Rgpt New Report,Detail,Supplier,Rgpt 2,Rgpt EURSI,Zone,Fcst 24 tx 24,Fcst 25 tx 25,fcst 26x forecast taux 25,company,Domain,DOMAIN,SL,Sourcing DB currency,Company currency,Dashboard currency Use,Generic suContracts,Reference Name of t Contract,Domain
NA,NA,1,2,5,EMEA,36.234,94.394,46.329,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20060126,416 - XYZ BSS-Taxes,BS
OK,BS,5,1,0,EMEA,44.693,######,27.331,414 - SML,OPS,BS,,BRL,USD,EUR,BSS-Sawl SA-MS3C-20161110,414 - SML BSS-Sawl,BS
NA,NA,3,0,1,AMERICAS,81.178,98.543,43.714,415 - ABC,FIN,BS,,BRL,BRL,USD,BSS-Train SA-MS3C-20200215,415 - ABC BSS-Train,BS
NA,BS,2,1,4,APAC,39.687,64.803,90.712,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20101112,415 - ABC BSS-Taxes,BS
NA,NA,2,1,0,APAC,36.685,69.587,39.354,415 - ABC,FIN,BS,,USD,BRL,EUR,BSS-Config SA-MS3C-20180723,415 - ABC BSS-Config,BS
OK,NA,2,4,2,EMEA,80.51,84.038,99.717,414 - SML,FIN,BS,,USD,EUR,EUR,BSS-Senio SA-MS3C-20160512,414 - SML BSS-Senio,BS
NA,NA,0,0,5,EMEA,16.464,96.502,77.173,414 - SML,FIN,BS,,USD,BRL,EUR,BSS-Other SA-MS3C-20150628,414 - SML BSS-Other,BS
OK,BS,1,5,2,EMEA,79.629,11.328,56.969,416 - XYZ,FIN,BS,,EUR,USD,EUR,BSS-Train SA-MS3C-20170703,416 - XYZ BSS-Train,BS
OK,BS,0,5,0,APAC,55.982,95.253,49.973,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Senio SA-MS3C-20251216,415 - ABC BSS-Senio,BS
NA,NA,0,0,5,EMEA,99.16,41.967,44.864,415 - ABC,OPS,BS,,EUR,USD,EUR,BSS-Train SA-MS3C-20241122,415 - ABC BSS-Train,BS
OK,XX,3,3,1,EMEA,91.23,96.126,85.006,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Sawl SA-MS3C-20250124,416 - XYZ BSS-Sawl,BS
NA,BS,2,1,3,AMERICAS,69.109,82.025,14.507,416 - XYZ,FIN,BS,,USD,BRL,EUR,BSS-Travel SA-MS3C-20091215,416 - XYZ BSS-Travel,BS
OK,XX,4,0,0,EMEA,98.061,98.005,92.91,415 - ABC,FIN,BS,,USD,USD,EUR,BSS-Thom SA-MS3C-20250905,415 - ABC BSS-Thom,BS
NA,XX,3,5,5,APAC,59.54,77.365,56.736,416 - XYZ,OPS,BS,,USD,EUR,USD,BSS-Train SA-MS3C-20060218,416 - XYZ BSS-Train,BS
OK,NA,0,1,3,AMERICAS,16.884,38.189,52.631,415 - ABC,ASSI,BS,,BRL,BRL,USD,BSS-Travel SA-MS3C-20080303,415 - ABC BSS-Travel,BS
NA,NA,2,4,5,APAC,21.375,98.995,23.665,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Senio SA-MS3C-20151001,416 - XYZ BSS-Senio,BS
OK,BS,1,4,4,AMERICAS,65.539,90.529,21.104,414 - SML,FIN,BS,,EUR,USD,USD,BSS-Train SA-MS3C-20080818,414 - SML BSS-Train,BS
NA,NA,5,5,3,AMERICAS,53.743,90.154,87.843,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Thom SA-MS3C-20240908,416 - XYZ BSS-Thom,BS
OK,BS,3,0,2,EMEA,89.534,61.024,67.76,415 - ABC,ASSI,BS,,EUR,USD,USD,BSS-Senio SA-MS3C-20200904,415 - ABC BSS-Senio,BS
OK,XX,1,5,4,EMEA,88.63,16.847,1.661,416 - XYZ,ASSI,BS,,BRL,BRL,USD,BSS-Senio SA-MS3C-20070510,416 - XYZ BSS-Senio,BS
NA,NA,0,2,2,APAC,59.472,57.473,59.8,416 - XYZ,OPS,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20061015,416 - XYZ BSS-Taxes,BS
OK,XX,0,2,2,APAC,33.373,49.753,36.464,415 - ABC,FIN,BS,,USD,USD,USD,BSS-Thom SA-MS3C-20130516,415 - ABC BSS-Thom,BS
OK,BS,3,0,2,AMERICAS,25.772,92.626,68.094,416 - XYZ,ASSI,BS,,USD,USD,USD,BSS-Thom SA-MS3C-20230125,416 - XYZ BSS-Thom,BS
NA,BS,5,2,3,APAC,41.936,68.736,21.781,416 - XYZ,OPS,BS,,USD,BRL,USD,BSS-Senio SA-MS3C-20160405,416 - XYZ BSS-Senio,BS
OK,XX,4,2,0,APAC,66.469,71.524,20.084,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20250818,416 - XYZ BSS-Train,BS
OK,BS,0,5,4,EMEA,17.216,85.575,######,414 - SML,ASSI,BS,,BRL,USD,EUR,BSS-Travel SA-MS3C-20220814,414 - SML BSS-Travel,BS
OK,NA,2,5,4,APAC,78.366,21.04,98.236,415 - ABC,ASSI,BS,,EUR,EUR,USD,BSS-Taxes SA-MS3C-20060712,415 - ABC BSS-Taxes,BS
OK,BS,1,4,0,APAC,97.976,96.144,88.957,416 - XYZ,ASSI,BS,,USD,EUR,EUR,BSS-Other SA-MS3C-20160124,416 - XYZ BSS-Other,BS
NA,BS,4,5,2,EMEA,72.466,4.838,68.414,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Config SA-MS3C-20150823,414 - SML BSS-Config,BS
NA,BS,4,4,1,APAC,######,33.162,29.973,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Train SA-MS3C-20200113,414 - SML BSS-Train,BS
NA,XX,5,3,5,APAC,5.061,1.782,80.779,414 - SML,ASSI,BS,,USD,EUR,USD,BSS-Senio SA-MS3C-20171228,414 - SML BSS-Senio,BS
NA,NA,1,0,5,AMERICAS,49.794,######,8.853,414 - SML,OPS,BS,,EUR,USD,EUR,BSS-Taxes SA-MS3C-20110706,414 - SML BSS-Taxes,BS
OK,NA,1,3,2,APAC,59.588,82.909,69.114,415 - ABC,ASSI,BS,,USD,BRL,EUR,BSS-Train SA-MS3C-20161002,415 - ABC BSS-Train,BS
NA,NA,2,0,0,AMERICAS,48.785,93.948,63.839,414 - SML,OPS,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20131220,414 - SML BSS-Sawl,BS
OK,BS,0,2,0,EMEA,75.825,88.891,47.271,415 - ABC,FIN,BS,,EUR,USD,USD,BSS-Other SA-MS3C-20220507,415 - ABC BSS-Other,BS
OK,BS,1,2,0,AMERICAS,27.617,3.158,48.442,415 - ABC,OPS,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20191001,415 - ABC BSS-Taxes,BS
OK,BS,5,1,3,APAC,23.394,92.026,92.14,414 - SML,FIN,BS,,BRL,BRL,USD,BSS-Travel SA-MS3C-20190820,414 - SML BSS-Travel,BS
OK,XX,0,0,5,EMEA,55.681,40.085,67.052,414 - SML,ASSI,BS,,EUR,BRL,USD,BSS-Other SA-MS3C-20070218,414 - SML BSS-Other,BS
NA,NA,1,2,0,AMERICAS,76.209,66.997,84.159,416 - XYZ,FIN,BS,,EUR,USD,USD,BSS-Travel SA-MS3C-20220421,416 - XYZ BSS-Travel,BS
NA,XX,1,0,4,EMEA,63.076,67.766,77.623,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Senio SA-MS3C-20240715,416 - XYZ BSS-Senio,BS
OK,XX,5,2,4,APAC,80.244,63.521,87.626,416 - XYZ,OPS,BS,,BRL,EUR,EUR,BSS-Other SA-MS3C-20120722,416 - XYZ BSS-Other,BS
NA,XX,5,3,5,AMERICAS,94.741,84.989,87.478,415 - ABC,OPS,BS,,BRL,EUR,USD,BSS-Senio SA-MS3C-20251209,415 - ABC BSS-Senio,BS
OK,NA,1,2,1,EMEA,57.848,51.484,1.31,414 - SML,ASSI,BS,,USD,USD,EUR,BSS-Sawl SA-MS3C-20191227,414 - SML BSS-Sawl,BS
NA,NA,5,2,1,EMEA,22.741,19.436,71.661,415 - ABC,ASSI,BS,,BRL,BRL,USD,BSS-Train SA-MS3C-20241203,415 - ABC BSS-Train,BS
OK,BS,1,2,0,APAC,92.835,63.908,27.762,416 - XYZ,FIN,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20140203,416 - XYZ BSS-Travel,BS
OK,BS,0,3,5,AMERICAS,32.442,5.971,27.038,415 - ABC,OPS,BS,,EUR,BRL,USD,BSS-Train SA-MS3C-20140117,415 - ABC BSS-Train,BS
NA,XX,2,4,1,APAC,45.396,82.711,9.725,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Train SA-MS3C-20070108,416 - XYZ BSS-Train,BS
NA,NA,3,4,1,EMEA,85.382,41.479,79.77,415 - ABC,FIN,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20130414,415 - ABC BSS-Sawl,BS
OK,NA,5,3,4,APAC,90.649,89.139,5.383,415 - ABC,FIN,BS,,BRL,EUR,USD,BSS-Sawl SA-MS3C-20100423,415 - ABC BSS-Sawl,BS
NA,NA,0,2,4,AMERICAS,46.021,73.067,83.852,415 - ABC,ASSI,BS,,EUR,BRL,USD,BSS-Thom SA-MS3C-20110305,415 - ABC BSS-Thom,BS
NA,NA,4,4,3,EMEA,52.256,90.513,46.748,415 - ABC,OPS,BS,,EUR,BRL,USD,BSS-Sawl SA-MS3C-20180723,415 - ABC BSS-Sawl,BS
OK,XX,2,5,4,EMEA,52.453,20.948,41.886,415 - ABC,FIN,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20201227,415 - ABC BSS-Sawl,BS
NA,XX,0,2,3,AMERICAS,57.565,72.267,12.276,416 - XYZ,FIN,BS,,BRL,USD,EUR,BSS-Train SA-MS3C-20151019,416 - XYZ BSS-Train,BS
NA,BS,0,5,3,APAC,53.512,60.772,93.891,414 - SML,ASSI,BS,,USD,EUR,EUR,BSS-Sawl SA-MS3C-20180310,414 - SML BSS-Sawl,BS
OK,NA,0,0,4,APAC,65.497,62.248,29.678,416 - XYZ,OPS,BS,,USD,EUR,EUR,BSS-Config SA-MS3C-20200720,416 - XYZ BSS-Config,BS
OK,BS,4,3,2,EMEA,16.601,53.897,18.392,414 - SML,FIN,BS,,EUR,USD,EUR,BSS-Thom SA-MS3C-20111013,414 - SML BSS-Thom,BS
NA,XX,2,5,0,APAC,46.374,94.916,54.091,415 - ABC,ASSI,BS,,USD,EUR,USD,BSS-Config SA-MS3C-20120207,415 - ABC BSS-Config,BS
OK,XX,3,4,0,EMEA,51.075,8.551,80.828,415 - ABC,OPS,BS,,BRL,USD,EUR,BSS-Senio SA-MS3C-20181119,415 - ABC BSS-Senio,BS
OK,NA,1,3,0,APAC,95.564,94.454,61.475,415 - ABC,ASSI,BS,,USD,USD,EUR,BSS-Sawl SA-MS3C-20221103,415 - ABC BSS-Sawl,BS
NA,XX,3,1,1,APAC,95.206,18.917,21.879,414 - SML,FIN,BS,,EUR,BRL,USD,BSS-Config SA-MS3C-20250313,414 - SML BSS-Config,BS
NA,NA,2,0,5,APAC,53.239,91.761,23.329,416 - XYZ,OPS,BS,,EUR,EUR,USD,BSS-Other SA-MS3C-20150502,416 - XYZ BSS-Other,BS
NA,NA,5,4,5,AMERICAS,40.115,44.009,51.944,416 - XYZ,OPS,BS,,BRL,EUR,USD,BSS-Other SA-MS3C-20201109,416 - XYZ BSS-Other,BS
OK,BS,3,5,4,AMERICAS,20.955,46.38,80.521,414 - SML,ASSI,BS,,EUR,USD,USD,BSS-Train SA-MS3C-20070220,414 - SML BSS-Train,BS
NA,NA,4,2,4,APAC,13.527,92.811,48.881,416 - XYZ,FIN,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20070226,416 - XYZ BSS-Travel,BS
OK,XX,3,5,0,AMERICAS,67.361,99.859,42.75,414 - SML,OPS,BS,,EUR,EUR,USD,BSS-Config SA-MS3C-20141218,414 - SML BSS-Config,BS
OK,NA,1,2,5,AMERICAS,25.217,24.787,74.97,414 - SML,FIN,BS,,BRL,USD,EUR,BSS-Config SA-MS3C-20240128,414 - SML BSS-Config,BS
NA,NA,3,2,3,AMERICAS,58.103,1.335,66.069,414 - SML,FIN,BS,,USD,BRL,USD,BSS-Taxes SA-MS3C-20151126,414 - SML BSS-Taxes,BS
OK,BS,0,0,4,APAC,39.538,68.54,61.81,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Train SA-MS3C-20160226,416 - XYZ BSS-Train,BS
NA,XX,1,2,0,EMEA,32.243,18.441,71.892,415 - ABC,FIN,BS,,BRL,BRL,EUR,BSS-Train SA-MS3C-20190922,415 - ABC BSS-Train,BS
OK,BS,5,5,1,APAC,42.976,88.065,41.286,415 - ABC,OPS,BS,,EUR,EUR,USD,BSS-Thom SA-MS3C-20220320,415 - ABC BSS-Thom,BS
OK,BS,5,5,2,EMEA,38.278,76.702,13.863,415 - ABC,FIN,BS,,EUR,BRL,EUR,BSS-Sawl SA-MS3C-20130321,415 - ABC BSS-Sawl,BS
OK,BS,0,3,4,APAC,23.846,50.087,61.037,416 - XYZ,ASSI,BS,,USD,BRL,EUR,BSS-Sawl SA-MS3C-20200916,416 - XYZ BSS-Sawl,BS
OK,NA,2,4,0,APAC,91.975,71.727,15.728,414 - SML,ASSI,BS,,USD,EUR,EUR,BSS-Travel SA-MS3C-20240722,414 - SML BSS-Travel,BS
OK,BS,2,5,2,AMERICAS,45.277,85.626,11.856,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Travel SA-MS3C-20050424,416 - XYZ BSS-Travel,BS
OK,NA,3,2,4,AMERICAS,71.926,92.751,40.275,415 - ABC,ASSI,BS,,USD,BRL,USD,BSS-Sawl SA-MS3C-20060214,415 - ABC BSS-Sawl,BS
NA,NA,5,4,0,AMERICAS,71.829,24.961,2.324,415 - ABC,FIN,BS,,USD,EUR,USD,BSS-Taxes SA-MS3C-20170318,415 - ABC BSS-Taxes,BS
OK,BS,5,1,3,AMERICAS,97.193,21.422,48.177,416 - XYZ,ASSI,BS,,BRL,BRL,EUR,BSS-Travel SA-MS3C-20210302,416 - XYZ BSS-Travel,BS
NA,NA,5,3,3,EMEA,82.184,72.876,93.28,415 - ABC,ASSI,BS,,BRL,EUR,EUR,BSS-Thom SA-MS3C-20060222,415 - ABC BSS-Thom,BS
OK,XX,4,3,4,EMEA,9.738,68.984,30.613,415 - ABC,ASSI,BS,,USD,EUR,EUR,BSS-Train SA-MS3C-20140901,415 - ABC BSS-Train,BS
NA,BS,0,2,1,EMEA,31.286,21.658,31.421,416 - XYZ,OPS,BS,,EUR,EUR,EUR,BSS-Other SA-MS3C-20191215,416 - XYZ BSS-Other,BS
NA,NA,5,4,3,APAC,34.674,######,95.744,416 - XYZ,ASSI,BS,,EUR,EUR,USD,BSS-Travel SA-MS3C-20230118,416 - XYZ BSS-Travel,BS
NA,XX,4,2,1,AMERICAS,68.528,77.639,36.558,416 - XYZ,FIN,BS,,USD,BRL,USD,BSS-Senio SA-MS3C-20181005,416 - XYZ BSS-Senio,BS
NA,XX,2,5,3,APAC,57.085,86.653,75.138,415 - ABC,OPS,BS,,BRL,BRL,USD,BSS-Config SA-MS3C-20050107,415 - ABC BSS-Config,BS
OK,XX,2,4,4,APAC,88.747,92.18,94.791,414 - SML,OPS,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20080408,414 - SML BSS-Senio,BS
NA,BS,3,2,4,APAC,74.847,39.255,70.072,414 - SML,ASSI,BS,,USD,BRL,EUR,BSS-Taxes SA-MS3C-20140816,414 - SML BSS-Taxes,BS
OK,BS,5,4,1,APAC,16.346,68.917,93.322,414 - SML,FIN,BS,,BRL,EUR,USD,BSS-Travel SA-MS3C-20250524,414 - SML BSS-Travel,BS
OK,XX,1,2,5,APAC,99.045,27.544,78.785,416 - XYZ,ASSI,BS,,USD,USD,USD,BSS-Other SA-MS3C-20150208,416 - XYZ BSS-Other,BS
OK,NA,3,0,3,APAC,17.588,91.104,35.926,415 - ABC,OPS,BS,,BRL,EUR,USD,BSS-Taxes SA-MS3C-20110704,415 - ABC BSS-Taxes,BS
NA,BS,1,3,0,AMERICAS,49.411,79.885,71.48,416 - XYZ,OPS,BS,,EUR,USD,EUR,BSS-Train SA-MS3C-20100215,416 - XYZ BSS-Train,BS
OK,XX,4,2,2,AMERICAS,90.224,72.81,53.892,416 - XYZ,FIN,BS,,BRL,EUR,EUR,BSS-Config SA-MS3C-20171213,416 - XYZ BSS-Config,BS
NA,XX,4,0,5,APAC,20.654,82.691,4.936,416 - XYZ,FIN,BS,,USD,BRL,EUR,BSS-Thom SA-MS3C-20110806,416 - XYZ BSS-Thom,BS
NA,BS,1,2,3,EMEA,7.515,90.248,8.753,414 - SML,ASSI,BS,,USD,USD,USD,BSS-Senio SA-MS3C-20231207,414 - SML BSS-Senio,BS
