SupplierName,Dept,Service,NatAnal,ModuleName,Company,Account,Site,Section,Structure,Intercompany,Nature,Major,Minor,GroupSectionAndDescription,LedgerName,Source,Category,Supplier Number,SupplierName_Fake,DocumentCurrency,Ledgercurrency,AmoutinEUR,DebitEnteredAmount,CreditEnteredAmount,DebitAccountedAmount,CreditAccountedAmount,DateCreated,POOrderedDate,DueDate
LUBYA EVA INC,BSS,SC,Purchases,INV,Meridian Solutions Corp,7041005,MAN,14440A,7950,0,N91_MASA_F,MAJ09_General_Overhead_V,MIN1010,1440 ISIT Infra Data centre & applications platforms (DAP),MX_839_PL_MXN,CLL F189 INTEGRATED RCV,GL_Allocation,50,Universal Products LLC,BRL,CAD,815081.91,891.32,0,58.8,0,2025/03/03,2025/03/27,2025/05/22
CEAQC FBV INC,MQ,DAP,Salaries,AP,Nexus Enterprise Holdings,6418203,PPC,96500N,7950,0,N91_MASA_F,MAJ20_Allocation_MASA_F,MIN0950,1452 ISIT Infra Management,MX_839_PL_USD,Projects,GL_Financial,13,Global Resources Ltd,MXN,CAD,541540.05,204.47,0,362.23,0,2023/03/09,2023/03/31,2023/12/30
ZPMBJ MBW INC,DIR,DEV,Invoices sent,GL,Meridian Solutions Corp,6448710,MXA,14480B,7956,415,N81_MASA_F,MAJ11_Income,MIN0937,1462 ISIT BSS Production Sytems (PS),US_415_PL_USD,Recurring,GL_Financial_AutoReversal,7,Essential Services Co,GBP,CAD,126506.28,799.64,0,180.2,0,2025/10/19,2025/10/20,2025/10/25
VIRQZ BLA INC,MQ,Infra - Projects,Telecom Voice,PO,Quantum Dynamics Group,6438100,MTC,14340A,7950,200,N81_MASA_F,MAJ06_Utilities_Energy_V,MIN2005,1472 Allocation unpaid intra group invoices by companies from South America,US_415_PL_USD,,Addition,2,Advanced Systems Group,CAD,USD,307722.31,201.13,0,972.8,0,2025/09/18,2025/10/27,2025/10/29
SXSKO UVV INC,MQ,EUX,Telecom Data,PA,Nexus Enterprise Holdings,6416999,RIO,14480A,7956,511,N30_ENERGY_V,MAJ21_Allocation_DORD,MIN0410,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,Labor Cost,21,Superior Technologies Inc,EUR,BRL,80011.89,577.2,0,938.81,0,2024/07/10,2024/10/03,2024/12/08
NOMJO FNX INC,MQ,EUX,Salaries,PO,Nexus Enterprise Holdings,6040000,MAN,14680C,7956,723,N88_CESSIONS_DORD,MAJ05_Maintenance_V,MIN0916,1432 ISIT Region Direction,BR_414_PL_BRL,Projects,Misc Receipts,2,Strategic Components LLC,EUR,BRL,783362.23,514.78,0,642.77,0,2023/12/18,2025/04/17,2025/11/01
BEJQL UYB INC,MQ,MASS ALLOC,Telecom Voice,AP,Apex Innovations Ltd,6182000,CGR,14360A,7950,415,N81_MASA_F,MAJ05_Maintenance_F,MIN1630,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,,GL_Allocation_Auto_Revers,29,Dynamic Industries Inc,BRL,MXN,114684.25,283.72,0,26.81,0,2025/10/25,2025/10/31,2025/10/31
LUBYA EVA INC,BSS,Group ES,Travels,GL,Meridian Solutions Corp,6312100,MXA,96501B,7950,723,N24_FE_MISC_INCOME_F,MAJ21_Allocation_DORD,MIN2071,1448 ISIT Infra Transverse operations (GOM),MX_839_PL_USD,MassAllocation,GL_AutoPrepa_AutoReverse,10,Reliable Manufacturing Group,MXN,BRL,103164.85,686.39,0,649.06,0,2024/07/27,2025/09/05,2025/10/21
QIKKN UND INC,IN,Maestro,Training,INV,Apex Innovations Ltd,9820291,DDD,14580A,7950,589,N30_ENERGY_V,MAJ09_General_Overhead_V,MIN0955,1456 ISIT Charge back central,CA_407_PL_CAD,MICH_CAW_GLJRNLINTF,Usage Cost,12,Advanced Systems Group,GBP,USD,235908.6,58.29,0,724.53,0,2024/05/04,2025/01/13,2025/02/10
EWJKZ GGW INC,DIR,DEV,External Resources,INV,Meridian Solutions Corp,6150000,RES,96501C,7956,415,N94_ENERGY_F,MAJ07_Transportation_V,MIN0420,1468 ISIT BSS Management,CA_407_PL_CAD,Cost Management,GL_Payroll,13,Progressive Manufacturing,EUR,USD,431198.15,375.99,0,521.5,0,2024/03/22,2025/06/27,2025/09/02
JLKMZ GAP INC,IN,ES,Travels,AP,Nexus Enterprise Holdings,6457201,MXA,14680C,7950,415,N87_FE_F,MAJ16_FA_Disposal,MIN0521,1452 ISIT Infra Management,BR_414_PL_BRL,Assets,GL_Adjustment,42,Quality Components Ltd,CAD,BRL,9304.15,102.37,0,453.21,0,2024/02/05,2025/06/16,2025/06/25
TSJPV DIF INC,DIR,D1 DAP,Telecom Data,INV,Nexus Enterprise Holdings,6437714,CGR,14640A,7956,409,N99_DEPRECIATION_F,MAJ10_Advertising_F,MIN2005,1436 ISIT Infra Service Line EUX (End User Experience),US_415_PL_USD,Recurring,CIP Adjustment,4,Universal Products LLC,MXN,BRL,188477.64,395.13,0,795.2,0,2024/02/05,2025/09/10,2025/10/27
YNBTB FJD INC,BSS,EUX,Travels,AP,Nexus Enterprise Holdings,6436115,MXA,14660A,7956,0,N70_DEPRECIATION_F,MAJ02_Prod_Maint_Wages_V,MIN0940,1452 ISIT Infra Management,US_415_PL_USD,MICH_EPW_GLJRNLINTF,GL_Allocation_Auto_Revers,1,Excellence Manufacturing,USD,BRL,778820.37,252.24,0,835.32,0,2023/04/13,2025/10/22,2025/10/23
PQZHG MYA INC,MQ,EUX,Travels,AP,TechnoGlobal Industries,6431000,GRU,14600B,7956,415,N24_FE_MISC_INCOME_F,MAJ21_Allocation_DORD,MIN0916,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Projects,Adjustment,30,Excellence Manufacturing,EUR,USD,879959.05,215.15,0,42.76,0,2025/08/07,2025/09/10,2025/09/19
RNZVT FJN INC,MQ,EUX,Invoices sent,AP,Nexus Enterprise Holdings,6163000,RES,14320F,7950,415,N24_FE_MISC_INCOME_F,MAJ07_Transportation_V,MIN0940,9650 Other operational expenses & revenues,MX_839_PL_MXN,Cost Management,Write-off,37,Precision Parts Corp,MXN,CAD,636321.12,419.51,0,138.17,0,2024/02/02,2024/05/17,2024/08/05
KMZLP QLA INC,IN,Maestro,Telecom Voice,INV,TechnoGlobal Industries,6418203,GRU,14661C,7956,567,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN0970,1456 ISIT Charge back central,MX_589_PL_MXN,Manual,Usage Cost,14,Superior Quality Goods,GBP,BRL,963566.06,265.7,0,463.59,0,2024/03/06,2024/04/26,2024/09/09
LZFYL GOA INC,MQ,Group EC,Internal,INV,Quantum Dynamics Group,6110000,MTC,14360B,7950,200,N88_CESSIONS_DORD,MAJ21_Allocation_DORD,MIN0935,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,Cost Management,Retirement,40,Premier Manufacturing Co,CAD,CAD,783449.21,546.49,0,378.56,0,2024/03/18,2025/08/03,2025/08/12
ZMXUC ICI INC,IN,D1 DAP,Depreciation,INV,Nexus Enterprise Holdings,6448707,MXA,14580B,7956,796,N22_FE_F,MAJ20_Cascade_FE_F,MIN0965,1464 ISIT BSS Research & development (RD),US_415_PL_USD,CLL F189 INTEGRATED RCV,Adjustment,25,Mega Solutions LLC,MXN,USD,136889.41,315.82,0,477.21,0,2024/12/02,2025/04/21,2025/06/25
UCYLA TOE INC,DIR,DIR,Internal,AP,Quantum Dynamics Group,6458703,PPC,14580A,7950,415,N94_ENERGY_F,MAJ15_Depreciation_F,MIN2072,1448 ISIT Infra Transverse operations (GOM),BR_414_PL_BRL,Spreadsheet,GL_Accrual_Auto_Reversal,15,Superior Quality Goods,GBP,USD,556097.7,897.68,0,773.46,0,2025/08/21,2025/10/19,2025/10/27
KOIOV PQY INC,IN,Group EUX,Capitalized production (PRIM),PO,Meridian Solutions Corp,6439100,CGR,14640A,7956,200,N81_MASA_F,MAJ03_Temporary_Other_Labor_V,MIN0955,1436 ISIT Infra Service Line EUX (End User Experience),MX_839_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Accrual_Auto_Reversal,44,First Class Services Ltd,MXN,USD,15451.84,565.01,0,379.02,0,2025/02/10,2025/05/31,2025/09/26
KOIOV PQY INC,BSS,D1 DAP,Internal,GL,TechnoGlobal Industries,6417706,RIO,14320J,7950,796,N99_DEPRECIATION_F,MAJ02_Prod_Maint_Wages_V,MIN1110,1472 Allocation unpaid intra group invoices by companies from South America,CA_407_PL_CAD,MICH_EPW_GLJRNLINTF,Retirement,17,Integrated Manufacturing,MXN,USD,10697.19,767.17,0,122.27,0,2025/01/30,2025/05/15,2025/07/10
ZXCDD BQQ INC,IN,ACC,Depreciation,AP,Meridian Solutions Corp,9840206,RES,14360A,7956,723,N11_MASA_F,MAJ06_Utilities_Energy_V,MIN2062,1436 ISIT Infra Service Line EUX (End User Experience),US_415_PL_USD,Manual,Misc Receipts,27,Optimal Distribution Co,BRL,USD,593251.8,747.68,0,112.32,0,2024/04/24,2024/10/27,2025/05/13
DFZPW FUA INC,MQ,AFFILIATE,Purchases,AP,Quantum Dynamics Group,6468200,CGR,14600A,7956,511,N30_ENERGY_V,MAJ08_Industrial_Supplies_V,MIN0210,1432 ISIT Region Direction,MX_839_PL_MXN,MICH_CAW_GLJRNLINTF,Receiving,28,Advanced Materials Group,BRL,BRL,603460.3,699.32,0,441.37,0,2025/09/08,2025/09/11,2025/10/13
OWPAZ YVR INC,MQ,Group EC,Training,GL,Apex Innovations Ltd,6418711,DDD,14480B,7956,415,N30_ENERGY_V,MAJ06_Utilities_Energy_V,MIN0965,9650 Other operational expenses & revenues,MX_839_PL_USD,Assets,Receiving,12,Excellence Manufacturing,EUR,MXN,91697.99,76.18,0,831.85,0,2025/03/12,2025/09/30,2025/10/25
FHYZJ CAE INC,MQ,SC,Invoices sent,AP,Nexus Enterprise Holdings,6469200,RIO,96501C,7950,796,N93_ENERGY_V,MAJ16_Restructuring,MIN2103,9828 Other operational expenses & revenue non allocated,MX_839_PL_MXN,CLL F189 INTEGRATED RCV,Labor Cost,8,Professional Services Corp,GBP,USD,799374.87,775.73,0,833.9,0,2025/05/21,2025/10/18,2025/10/20
WTXAX SPR INC,IN,MASS ALLOC,Taxes,INV,TechnoGlobal Industries,9860201,MAN,14680B,7956,589,N88_CESSIONS_DORD,MAJ05_Maintenance_V,MIN1620,9828 Other operational expenses & revenue non allocated,CA_407_PL_CAD,Manual,Write-off,44,Certified Distribution Corp,MXN,BRL,814072.92,883.65,0,553.95,0,2023/11/14,2024/03/28,2024/09/07
NXIVA CVA INC,IN,ACC,Depreciation,GL,Nexus Enterprise Holdings,6418203,CGR,14560B,7956,796,N99_DEPRECIATION_F,MAJ05_Maintenance_F,MIN0920,9815 Expenses to be reinvoiced or reallocated,CA_407_PL_CAD,Assets,Labor Cost,41,Dynamic Solutions Group,MXN,CAD,22381.66,629.46,0,766.04,0,2025/02/15,2025/05/31,2025/11/01
PTCRL NVD INC,IN,OPEN,Training,PA,TechnoGlobal Industries,6458702,CGR,14400A,7950,407,N70_DEPRECIATION_F,MAJ15_Depreciation_F,MIN1630,1472 Allocation unpaid intra group invoices by companies from South America,MX_839_PL_USD,Manual,GL_Payroll_Auto_Reversal,25,Advanced Systems Group,EUR,USD,792387.98,79.02,0,785.36,0,2023/03/16,2023/07/30,2024/08/04
SVIZY JZY INC,BSS,MQ,Training,AP,Quantum Dynamics Group,6815000,PP1,14661C,7950,796,N11_MASA_F,MAJ08_Industrial_Supplies_V,MIN0940,1432 ISIT Region Direction,,MassAllocation,CIP Adjustment,32,Strategic Industries Inc,USD,MXN,738509.67,3.23,0,960.55,0,2023/12/29,2025/08/16,2025/10/09
BEJQL UYB INC,BSS,Group EUX,Travels,PA,Nexus Enterprise Holdings,9860206,GRU,14680C,7956,723,N87_FE_F,MAJ20_Cascade_DEPRECIATION_F,MIN0710,1440 ISIT Infra Data centre & applications platforms (DAP),,Receivables,GL_AutoPrepa,25,Essential Services Co,GBP,BRL,177620.16,530.24,0,657.5,0,2023/08/15,2024/08/06,2025/02/18
TWABH JKQ INC,IN,Communications,Maintenance & Rental,INV,Meridian Solutions Corp,6448703,DDD,96500Q,7950,511,N23_FE_TRAVEL_F,MAJ09_General_Overhead_F,MIN1510,1472 Allocation unpaid intra group invoices by companies from South America,MX_589_PL_MXN,,Adjustment,8,Progressive Technologies,USD,BRL,249109.27,890.32,0,671.13,0,2025/07/17,2025/07/25,2025/10/15
ZPMBJ MBW INC,BSS,RD,Other expenses,INV,Nexus Enterprise Holdings,6885100,MAN,14480B,7956,415,N91_MASA_F,MAJ05_Maintenance_F,MIN0918,1452 ISIT Infra Management,MX_589_PL_MXN,,Addition,43,Integrated Solutions Ltd,CAD,USD,803965.47,251.9,0,257.83,0,2025/07/06,2025/08/08,2025/08/21
QEDZG SQG INC,BSS,GOSM,Telecom Data,GL,TechnoGlobal Industries,6457702,LAV,14600B,7956,407,N94_ENERGY_F,MAJ21_Allocation_DORD,MIN0920,1440 ISIT Infra Data centre & applications platforms (DAP),BR_414_PL_BRL,Cost Management,GL_Payroll,33,Precision Parts Corp,EUR,USD,848090.4,460.23,0,429.28,0,2023/08/24,2023/10/12,2024/11/01
QOVUT UCK INC,BSS,Infra - Projects,Capitalized production (PRIM),PO,TechnoGlobal Industries,6310702,PPC,96501C,7956,567,N94_ENERGY_F,MAJ09_General_Overhead_V,MIN2071,1436 ISIT Infra Service Line EUX (End User Experience),MX_589_PL_MXN,Assets,Debit Memos,27,Strategic Industries Inc,GBP,USD,920649.44,100.25,0,168.74,0,2025/01/23,2025/07/06,2025/09/22
QEDZG SQG INC,MQ,DAP,Other expenses,GL,Apex Innovations Ltd,6458707,PPC,14480A,7956,409,N22_FE_F,MAJ15_Depreciation_F,MIN2040,1434 ISIT Method & Quality,,Cost Management,GL_Legal_Adjustments,8,Certified Components Inc,GBP,BRL,231907.12,462.43,0,173.47,0,2025/06/15,2025/11/01,2025/11/01
FUVJQ CXB INC,DIR,Group EC,Training,INV,TechnoGlobal Industries,6163000,MTC,14480B,7956,415,N11_MASA_F,MAJ10_Advertising_F,MIN0965,1462 ISIT BSS Production Sytems (PS),MX_589_PL_MXN,MassAllocation,GL_Financial_AutoReversal,15,Integrated Solutions Ltd,CAD,CAD,10011.16,918.82,0,516.29,0,2023/01/16,2025/09/24,2025/10/08
WIOBG PIF INC,DIR,Communications,Salaries,AP,Apex Innovations Ltd,6310707,MTC,14360B,7950,0,N24_FE_MISC_INCOME_F,MAJ15_Depreciation_F,MIN0840,1468 ISIT BSS Management,US_415_PL_USD,CLL F189 INTEGRATED RCV,Inventory,32,Dynamic Industries Inc,GBP,MXN,640315.2,390.26,0,95.75,0,2023/11/21,2024/05/04,2025/04/04
PADFL HVP INC,IN,EC,Internal,PA,Nexus Enterprise Holdings,6448106,PP1,14720A,7950,511,N93_ENERGY_V,MAJ10_Advertising_F,MIN0520,1452 ISIT Infra Management,MX_589_PL_MXN,MICH_CAW_GLJRNLINTF,GL_Payroll_Auto_Reversal,19,Essential Services Co,GBP,BRL,332271.28,535.12,0,670.12,0,2025/03/17,2025/09/23,2025/10/12
ZNNPR HVI INC,BSS,ACC,Training,INV,Meridian Solutions Corp,6162000,GRU,98158Z,7950,0,N23_FE_TRAVEL_F,MAJ05_Maintenance_F,MIN0970,1470 ISIT BSS IS Region managers (ISRM),CA_407_PL_CAD,Receivables,GL_Adjustment,10,Advanced Materials Group,GBP,USD,116304.53,589.28,0,619.5,0,2024/01/14,2025/06/02,2025/10/15
BUOKD CUX INC,IN,D1 DAP,Training,AP,TechnoGlobal Industries,6310708,GRU,14480B,7950,567,N99_DEPRECIATION_F,MAJ21_Allocation_DORD,MIN0923,1468 ISIT BSS Management,BR_414_PL_BRL,MassAllocation,CIP Adjustment,49,Universal Supply Chain,CAD,CAD,524746.81,834.65,0,334.98,0,2025/03/24,2025/04/28,2025/07/28
WWIQQ UQU INC,DIR,NET,Capitalized production (PRIM),PA,Apex Innovations Ltd,6438100,RES,98281C,7950,415,N94_ENERGY_F,MAJ16_FA_Disposal,MIN0521,1448 ISIT Infra Transverse operations (GOM),US_415_PL_USD,Receivables,Usage Cost,33,Modern Solutions LLC,USD,MXN,56325.81,590.2,0,619.58,0,2025/05/30,2025/07/04,2025/08/07
LJMDM RSH INC,MQ,DAP,External Resources,INV,TechnoGlobal Industries,6418711,MXA,14560B,7950,407,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN1011,1470 ISIT BSS IS Region managers (ISRM),CA_407_PL_CAD,MassAllocation,GL_AutoPrepa,5,Precision Parts Corp,BRL,USD,642118.55,64.5,0,670.48,0,2023/12/24,2024/11/26,2025/08/15
NHDIN KKE INC,MQ,NET,Maintenance & Rental,AP,Meridian Solutions Corp,6466200,MAN,96500N,7950,567,N30_ENERGY_V,MAJ20_Allocation_MASA_F,MIN0956,1462 ISIT BSS Production Sytems (PS),MX_839_PL_USD,Cost Management,Usage Cost,24,Universal Supply Chain,EUR,USD,196932.03,175.98,0,832.73,0,2024/08/01,2024/08/17,2024/11/04
TUSER GEK INC,BSS,EUX,External Resources,INV,Apex Innovations Ltd,6468201,MXA,14661C,7956,723,N21_FE_V,MAJ05_Maintenance_F,MIN0910,1468 ISIT BSS Management,BR_414_PL_BRL,Projects,Freight,34,Excellence Manufacturing,USD,USD,590856.74,737.52,0,597.63,0,2023/01/12,2025/10/14,2025/10/22
BBHZN FJP INC,IN,EUX,Telecom Data,INV,Apex Innovations Ltd,6437110,MTC,14520A,7950,407,N24_FE_MISC_INCOME_F,MAJ16_Restructuring,MIN0923,9650 Other operational expenses & revenues,MX_839_PL_MXN,MICH_CAW_GLJRNLINTF,Misc Receipts,22,Quality First Industries,CAD,BRL,244201.59,56.59,0,907.04,0,2023/10/23,2023/11/26,2025/08/26
EWJKZ GGW INC,DIR,AFFILIATE,External Resources,PA,Nexus Enterprise Holdings,6447105,MTC,96501C,7956,567,N97_FE_F,MAJ02_Prod_Maint_Wages_V,MIN0923,1444 ISIT Infra Service Line NET (Network),BR_414_PL_BRL,MICH_CAW_GLJRNLINTF,Reclass,21,Quality First Industries,MXN,CAD,526060.56,257.23,0,983.65,0,2024/12/16,2025/10/06,2025/10/22
KJCVY RQA INC,MQ,Communications,Salaries,PA,Meridian Solutions Corp,6457708,PP1,14580A,7956,200,N94_ENERGY_F,MAJ21_Allocation_DORD,MIN0930,9815 Expenses to be reinvoiced or reallocated,MX_839_PL_MXN,Payables,GL_AutoPrepa_AutoReverse,25,Precision Parts Corp,MXN,USD,261917.93,93.95,0,856.26,0,2025/07/04,2025/08/20,2025/09/03
LHGNH JEJ INC,MQ,ES,Training,PO,Nexus Enterprise Holdings,6478100,MXA,14400C,7950,200,N87_FE_F,MAJ04_Salary_Labor_F,MIN0210,1448 ISIT Infra Transverse operations (GOM),CA_407_PL_CAD,MassAllocation,GL_Financial,34,Superior Technologies Inc,USD,MXN,493541.89,129.86,0,640.66,0,2024/06/17,2025/10/19,2025/10/22
TDKBI BMA INC,DIR,NET,Training,PO,Meridian Solutions Corp,6466202,CGR,14580B,7950,589,N10_MASA_V,MAJ10_Advertising_F,MIN0918,1434 ISIT Method & Quality,,Receivables,GL_Allocation,14,Precision Services Co,CAD,MXN,25182.0,223.99,0,125.18,0,2024/06/08,2025/07/15,2025/07/25
QPGSQ UMS INC,IN,Group EUX,Purchases,PO,Meridian Solutions Corp,6448703,MTC,14620A,7956,511,N81_MASA_F,MAJ10_Advertising_F,MIN2062,1464 ISIT BSS Research & development (RD),US_415_PL_USD,MassAllocation,REC,20,Dynamic Industries Inc,GBP,USD,100302.49,795.05,0,5.1,0,2023/08/06,2024/04/05,2024/07/05
YNBTB FJD INC,DIR,EC,Training,INV,Nexus Enterprise Holdings,6437704,RIO,14640A,7956,0,N94_ENERGY_F,MAJ09_Travel_F,MIN0970,1456 ISIT Charge back central,CA_407_PL_CAD,Payables,GL_Payroll,50,Precision Services Co,MXN,BRL,931511.11,122.67,0,850.57,0,2024/05/31,2024/09/30,2025/01/12
EXMXM NDM INC,DIR,MF,Training,GL,TechnoGlobal Industries,6136700,LAV,14360A,7950,796,N97_FE_F,MAJ09_Travel_F,MIN0710,1464 ISIT BSS Research & development (RD),,CLL F189 INTEGRATED RCV,GL_Financial_AutoReversal,47,Quality First Industries,EUR,USD,865902.04,484.38,0,724.15,0,2025/08/03,2025/10/22,2025/10/28
BEJQL UYB INC,DIR,IN DIR,Telecom Data,AP,Nexus Enterprise Holdings,6417999,MTC,98158Z,7950,567,N21_FE_V,MAJ20_Cascade_MASA_F,MIN0925,1468 ISIT BSS Management,BR_414_PL_BRL,Recurring,GL_Adjustment,20,Innovation Industries Corp,BRL,USD,519615.52,369.44,0,232.11,0,2025/10/13,2025/10/13,2025/11/01
NHDIN KKE INC,DIR,MF,Internal,PA,TechnoGlobal Industries,6432005,LAV,14320J,7950,415,N91_MASA_F,MAJ04_Salary_Labor_F,MIN0925,1460 ISIT BSS Methods & Sales (MS),MX_839_PL_USD,,GL_Financial,15,Global Resources Ltd,MXN,CAD,338378.8,773.33,0,185.22,0,2025/03/24,2025/04/20,2025/06/30
TLNUA PFJ INC,DIR,OPEN,Telecom Data,PO,TechnoGlobal Industries,6437000,GRU,14620A,7956,723,N24_FE_MISC_INCOME_F,MAJ20_Cascade_ENERGY_V,MIN0923,1434 ISIT Method & Quality,MX_839_PL_USD,Projects,Write-off,12,Elite Engineering Services,GBP,USD,-7011.95,811.75,0,936.01,0,2024/01/28,2025/06/21,2025/09/20
NWQXI RXG INC,IN,ACC,Salaries,PA,Apex Innovations Ltd,6078100,RES,14661C,7950,415,N70_DEPRECIATION_F,MAJ20_Cascade_MASA_F,MIN0511,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_MXN,MassAllocation,GL_AutoPrepa_AutoReverse,9,Premier Manufacturing Co,MXN,BRL,269037.54,234.13,0,590.14,0,2023/11/06,2024/10/24,2025/06/25
ISTZM SVV INC,MQ,Group EUX,Other expenses,PA,Meridian Solutions Corp,6468201,PP1,14440A,7950,796,N91_MASA_F,MAJ20_Allocation_MASA_F,MIN0415,1464 ISIT BSS Research & development (RD),MX_839_PL_MXN,Cost Management,GL_Allocation,34,Reliable Suppliers Group,USD,BRL,288912.08,304.23,0,91.8,0,2023/03/25,2023/05/30,2025/10/27
ZNNPR HVI INC,IN,QPO,Depreciation,PA,Apex Innovations Ltd,6437704,PP1,14720A,7956,511,N10_MASA_V,MAJ11_Income,MIN0919,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,Recurring,GL_Accrual_Auto_Reversal,39,Standard Industries Inc,CAD,MXN,124895.58,756.78,0,548.19,0,2024/04/26,2024/08/25,2025/10/14
UCUST SZS INC,MQ,DAP,Invoices sent,INV,Apex Innovations Ltd,6419100,GRU,14320J,7956,567,N10_MASA_V,MAJ09_General_Overhead_F,MIN0920,9828 Other operational expenses & revenue non allocated,BR_414_PL_BRL,Assets,GL_Equity,19,First Class Services Ltd,EUR,BRL,93446.18,498.42,0,258.9,0,2024/06/17,2024/07/03,2025/01/05
LTGLQ JTB INC,BSS,SC,External Resources,INV,Quantum Dynamics Group,6467702,PP1,14562Z,7956,415,N99_DEPRECIATION_F,MAJ05_Maintenance_F,MIN0950,1470 ISIT BSS IS Region managers (ISRM),BR_414_PL_BRL,MICH_EPW_GLJRNLINTF,Depreciation,11,Modern Solutions LLC,GBP,USD,771669.42,852.37,0,182.61,0,2023/05/23,2024/04/25,2024/11/10
CILSE RMV INC,IN,DAP,Taxes,GL,Nexus Enterprise Holdings,6221000,MTC,14320J,7956,723,N91_MASA_F,MAJ16_Restructuring,MIN1620,9650 Other operational expenses & revenues,MX_589_PL_MXN,Manual,GL_Tax,28,Optimal Resources Inc,CAD,MXN,721735.16,318.85,0,998.4,0,2023/01/06,2024/09/14,2025/10/30
CSDDS TNR INC,MQ,OPEN,Invoices sent,AP,Apex Innovations Ltd,9830205,MXA,14320H,7950,407,N97_FE_F,MAJ15_Depreciation_F,MIN1110,1458 ISIT BSS Entreprises Services (ES),MX_839_PL_MXN,Assets,Write-off,12,Reliable Suppliers Group,BRL,BRL,154513.35,543.19,0,909.63,0,2023/01/04,2023/03/11,2024/07/04
NZIEP BUM INC,MQ,EUX,Other expenses,AP,Meridian Solutions Corp,6162000,CGR,14700A,7956,567,N23_FE_TRAVEL_F,MAJ15_Depreciation_F,MIN0320,1456 ISIT Charge back central,US_415_PL_USD,Assets,Freight,25,Premier Logistics Co,MXN,BRL,246855.17,254.58,0,522.92,0,2024/04/22,2025/07/14,2025/10/08
QTWSP HJM INC,DIR,ACC,Capitalized production (PRIM),GL,Meridian Solutions Corp,6417709,DDD,14580A,7956,409,N21_FE_V,MAJ21_Allocation_DORD,MIN0930,1432 ISIT Region Direction,BR_414_PL_BRL,Recurring,Reclass,47,Global Tech Solutions,EUR,MXN,689123.16,41.41,0,232.39,0,2023/08/02,2025/03/03,2025/08/06
SHSWX NXN INC,IN,EC,Capitalized production (PRIM),GL,Apex Innovations Ltd,6115701,RIO,14320J,7950,200,N87_FE_F,MAJ20_Cascade_MASA_F,MIN0521,9815 Expenses to be reinvoiced or reallocated,BR_414_PL_BRL,Payables,GL_Payroll_Auto_Reversal,28,Standard Industries Inc,GBP,BRL,826410.33,867.46,0,90.48,0,2023/05/28,2023/05/30,2023/11/13
LJMDM RSH INC,DIR,ES,Telecom Data,AP,Quantum Dynamics Group,6310702,PP1,14440A,7956,511,N99_DEPRECIATION_F,MAJ20_Allocation_MASA_F,MIN0965,1434 ISIT Method & Quality,CA_407_PL_CAD,CLL F189 INTEGRATED RCV,GL_Equity,31,Essential Services Co,GBP,CAD,704394.9,452.27,0,162.5,0,2024/03/25,2024/12/28,2025/08/18
TJDAJ OBI INC,BSS,ACC,Other expenses,INV,Quantum Dynamics Group,6418712,LAV,14520A,7956,0,N93_ENERGY_V,MAJ09_Travel_F,MIN0918,1452 ISIT Infra Management,MX_589_PL_MXN,Projects,GL_Supplier,2,Superior Quality Goods,CAD,CAD,244788.72,968.81,0,302.09,0,2025/09/30,2025/10/19,2025/10/24
YKNSF FGO INC,BSS,EUX,Taxes,AP,Apex Innovations Ltd,6447105,LAV,14400C,7956,0,N81_MASA_F,MAJ06_Utilities_Energy_V,MIN0965,1434 ISIT Method & Quality,MX_839_PL_USD,MICH_CAW_GLJRNLINTF,GL_Supplier_Auto_Reversal,46,Advanced Systems Group,EUR,MXN,37328.28,210.74,0,64.89,0,2024/11/03,2024/11/04,2025/09/13
SAQTJ TSI INC,BSS,DEV,Training,PA,Nexus Enterprise Holdings,6135000,MTC,14400C,7950,415,N87_FE_F,MAJ20_Allocation_MASA_F,MIN0415,9828 Other operational expenses & revenue non allocated,MX_589_PL_MXN,Spreadsheet,Labor Cost,10,Professional Resources Ltd,USD,MXN,120711.33,183.59,0,82.13,0,2024/10/08,2025/06/10,2025/10/04
SSONN PDE INC,MQ,Group EC,External Resources,AP,Quantum Dynamics Group,6417100,LAV,98158Z,7950,567,N22_FE_F,MAJ05_Maintenance_F,MIN0950,1436 ISIT Infra Service Line EUX (End User Experience),US_415_PL_USD,Projects,Depreciation,12,Prime Components Group,EUR,BRL,166923.11,590.78,0,615.21,0,2024/10/18,2025/08/23,2025/09/23
DJFIR DBC INC,BSS,IN DIR,Maintenance & Rental,PA,Nexus Enterprise Holdings,6310100,MAN,14680C,7956,0,N21_FE_V,MAJ16_Restructuring,MIN1011,1444 ISIT Infra Service Line NET (Network),,Receivables,Retirement,16,Progressive Technologies,BRL,CAD,410195.65,531.83,0,586.52,0,2023/06/06,2024/12/16,2025/07/30
